9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
9.395722656250000000e+02,8.047055053710937500e+01,6.277000000000000000e+03,5.784877929687500000e+02,2.225006866455078125e+01,2.599937057495117188e+01
