1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
1.001912475585937500e+03,1.167041015625000000e+02,7.520000000000000000e+03,6.125338134765625000e+02,2.592775726318359375e+01,2.362463569641113281e+01
